UNITID,XBAREVCT,BAREVCT,XBAEXCLU,BAEXCLU,XBAAC150,BAAC150,XBANC100,BANC100,XBAGR100,BAGR100,XBANC150,BANC150,XBAGR150,BAGR150,XBAAEXCL,BAAEXCL,XBAAC200,BAAC200,XBANC20A,BANC200A,XBASTEND,BASTEND,XBANC200,BANC200,XBAGR200,BAGR200,XL4REVCT,L4REVCT,XL4EXCLU,L4EXCLU,XL4AC150,L4AC150,XL4NC100,L4NC100,XL4GR100,L4GR100,XL4NC150,L4NC150,XL4GR150,L4GR150,XL4AEXCL,L4AEXCL,XL4AC200,L4AC200,XL4NC20A,L4NC200A,XL4STEND,L4STEND,XL4NC200,L4NC200,XL4GR200,L4GR200 
452045,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",356,"R",0,"R",356,"R",223,"R",63,"R",256,"R",72,"R",0,"R",356,"R",2,"R",1,"R",258,"R",72
452054,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",466,"R",0,"R",466,"R",128,"R",27,"R",224,"R",48,"R",0,"R",466,"R",3,"R",4,"R",227,"R",49
452063,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",478,"R",0,"R",478,"R",44,"R",9,"R",198,"R",41,"R",0,"R",478,"R",0,"R",2,"R",198,"R",41
452072,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",228,"R",0,"R",228,"R",84,"R",37,"R",166,"R",73,"R",0,"R",228,"R",0,"R",0,"R",166,"R",73
452081,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",284,"R",1,"R",283,"R",113,"R",40,"R",219,"R",77,"R",0,"R",283,"R",0,"R",0,"R",219,"R",77
452106,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",26,"R",0,"R",26,"R",20,"R",77,"R",20,"R",77,"R",0,"R",26,"R",4,"R",0,"R",24,"R",92
452115,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",48,"R",0,"R",48,"R",33,"R",69,"R",35,"R",73,"R",0,"R",48,"R",0,"R",0,"R",35,"R",73
452124,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",650,"R",0,"R",650,"R",339,"R",52,"R",383,"R",59,"R",0,"R",650,"Z",0,"Z",0,"R",383,"R",59
452373,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",17,"R",0,"R",17,"R",2,"R",12,"R",2,"R",12,"R",0,"R",17,"R",2,"R",0,"R",4,"R",24
452841,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",111,"R",0,"R",111,"R",28,"R",25,"R",28,"R",25,"R",0,"R",111,"R",1,"R",0,"R",29,"R",26
452948,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",87,"R",0,"R",87,"R",30,"R",34,"R",40,"R",46,"R",0,"R",87,"R",0,"R",0,"R",40,"R",46
453109,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",108,"R",0,"R",108,"R",72,"R",67,"R",83,"R",77,"R",0,"R",108,"R",0,"R",0,"R",83,"R",77
453163,"R",4,"R",0,"R",4,"Z",0,"R",0,"Z",0,"R",0,"R",0,"R",4,"R",0,"R",0,"R",0,"R",0,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
453297,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",16,"R",0,"R",16,"R",7,"R",44,"R",9,"R",56,"R",0,"R",16,"R",2,"R",0,"R",11,"R",69
453349,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",426,"R",0,"R",426,"R",182,"R",43,"R",225,"R",53,"R",0,"R",426,"R",0,"R",0,"R",225,"R",53
453455,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",21,"R",0,"R",21,"R",10,"R",48,"R",11,"R",52,"R",0,"R",21,"R",0,"R",0,"R",11,"R",52
453464,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",56,"R",0,"R",56,"R",16,"R",29,"R",24,"R",43,"R",0,"R",56,"R",1,"R",0,"R",25,"R",45
453473,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",35,"R",0,"R",35,"R",5,"R",14,"R",9,"R",26,"R",0,"R",35,"R",0,"R",1,"R",9,"R",26
453482,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",25,"R",0,"R",25,"R",8,"R",32,"R",9,"R",36,"R",0,"R",25,"R",0,"R",0,"R",9,"R",36
453552,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",428,"R",2,"R",426,"R",182,"R",43,"R",241,"R",57,"R",0,"R",426,"R",0,"R",0,"R",241,"R",57
453570,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",33,"R",0,"R",33,"R",0,"R",0,"R",20,"R",61,"R",0,"R",33,"R",0,"R",0,"R",20,"R",61
453747,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",58,"R",0,"R",58,"R",19,"R",33,"R",26,"R",45,"R",0,"R",58,"R",2,"R",0,"R",28,"R",48
453756,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",52,"R",0,"R",52,"R",42,"R",81,"R",42,"R",81,"R",0,"R",52,"R",0,"R",0,"R",42,"R",81
453792,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",724,"R",0,"R",724,"R",667,"R",92,"R",667,"R",92,"R",0,"R",724,"R",0,"R",0,"R",667,"R",92
453817,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",397,"R",3,"R",394,"R",329,"R",84,"R",329,"R",84,"R",0,"R",394,"R",0,"R",0,"R",329,"R",84
454078,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",38,"R",0,"R",38,"R",29,"R",76,"R",29,"R",76,"R",0,"R",38,"R",0,"R",0,"R",29,"R",76
454175,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",490,"R",0,"R",490,"R",362,"R",74,"R",362,"R",74,"R",0,"R",490,"R",4,"R",0,"R",366,"R",75
454184,"R",57,"R",0,"R",57,"R",27,"R",47,"R",29,"R",51,"R",0,"R",57,"R",0,"R",0,"R",29,"R",51,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
454315,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",86,"R",0,"R",86,"R",11,"R",13,"R",40,"R",47,"R",0,"R",86,"R",5,"R",0,"R",45,"R",52
454324,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",55,"R",0,"R",55,"R",9,"R",16,"R",23,"R",42,"R",0,"R",55,"R",4,"R",4,"R",27,"R",49
454333,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",56,"R",0,"R",56,"R",2,"R",4,"R",16,"R",29,"R",0,"R",56,"R",1,"R",0,"R",17,"R",30
454342,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",114,"R",0,"R",114,"R",10,"R",9,"R",39,"R",34,"R",0,"R",114,"R",6,"R",0,"R",45,"R",39
454351,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",111,"R",0,"R",111,"R",15,"R",14,"R",34,"R",31,"R",0,"R",111,"R",6,"R",1,"R",40,"R",36
454360,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",102,"R",0,"R",102,"R",12,"R",12,"R",32,"R",31,"R",0,"R",102,"R",15,"R",0,"R",47,"R",46
454379,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",109,"R",0,"R",109,"R",14,"R",13,"R",34,"R",31,"R",0,"R",109,"R",10,"R",2,"R",44,"R",40
454388,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",116,"R",0,"R",116,"R",19,"R",16,"R",38,"R",33,"R",0,"R",116,"R",15,"R",0,"R",53,"R",46
454397,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",82,"R",0,"R",82,"R",9,"R",11,"R",31,"R",38,"R",0,"R",82,"R",10,"R",0,"R",41,"R",50
454458,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",134,"R",0,"R",134,"R",31,"R",23,"R",59,"R",44,"R",0,"R",134,"R",0,"R",0,"R",59,"R",44
454467,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",87,"R",0,"R",87,"R",6,"R",7,"R",23,"R",26,"R",0,"R",87,"R",4,"R",0,"R",27,"R",31
454476,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",97,"R",0,"R",97,"R",24,"R",25,"R",46,"R",47,"R",0,"R",97,"R",2,"R",0,"R",48,"R",49
454485,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",47,"R",0,"R",47,"R",4,"R",9,"R",13,"R",28,"R",0,"R",47,"R",4,"R",0,"R",17,"R",36
454494,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",86,"R",0,"R",86,"R",10,"R",12,"R",32,"R",37,"R",0,"R",86,"R",7,"R",1,"R",39,"R",45
454500,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",96,"R",0,"R",96,"R",18,"R",19,"R",41,"R",43,"R",0,"R",96,"R",7,"R",0,"R",48,"R",50
454519,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",88,"R",0,"R",88,"R",8,"R",9,"R",22,"R",25,"R",0,"R",88,"R",7,"R",0,"R",29,"R",33
454528,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",64,"R",0,"R",64,"R",10,"R",16,"R",26,"R",41,"R",0,"R",64,"R",4,"R",3,"R",30,"R",47
454537,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",40,"R",0,"R",40,"R",25,"R",63,"R",33,"R",83,"R",1,"R",39,"R",0,"R",0,"R",33,"R",85
454546,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",271,"R",0,"R",271,"R",54,"R",20,"R",120,"R",44,"Z",0,"R",271,"R",0,"Z",0,"R",120,"R",44
454555,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",241,"R",0,"R",241,"R",49,"R",20,"R",123,"R",51,"Z",0,"R",241,"R",0,"Z",0,"R",123,"R",51
454573,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",227,"R",0,"R",227,"R",86,"R",38,"R",135,"R",59,"Z",0,"R",227,"R",0,"Z",0,"R",135,"R",59
454607,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",165,"R",0,"R",165,"R",51,"R",31,"R",106,"R",64,"R",0,"R",165,"R",14,"R",0,"R",120,"R",73
454616,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",113,"R",0,"R",113,"R",70,"R",62,"R",75,"R",66,"R",0,"R",113,"R",0,"R",0,"R",75,"R",66
454652,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",75,"R",1,"R",74,"R",0,"R",0,"R",39,"R",53,"R",1,"R",73,"R",1,"R",0,"R",40,"R",55
454704,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",18,"R",0,"R",18,"R",17,"R",94,"R",17,"R",94,"R",1,"R",17,"R",0,"R",0,"R",17,"R",100
454722,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",20,"R",0,"R",20,"R",7,"R",35,"R",14,"R",70,"R",0,"R",20,"R",2,"R",2,"R",16,"R",80
454731,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",260,"R",0,"R",260,"R",230,"R",88,"R",230,"R",88,"R",3,"R",257,"R",3,"R",0,"R",233,"R",91
454740,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",14,"R",0,"R",14,"R",8,"R",57,"R",8,"R",57,"R",0,"R",14,"R",0,"R",0,"R",8,"R",57
454759,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",10,"R",0,"R",10,"R",10,"R",100,"R",10,"R",100,"R",0,"R",10,"R",0,"R",0,"R",10,"R",100
454768,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",104,"R",0,"R",104,"R",1,"R",1,"R",53,"R",51,"R",0,"R",104,"R",0,"R",0,"R",53,"R",51
454777,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",66,"R",0,"R",66,"R",8,"R",12,"R",49,"R",74,"R",0,"R",66,"R",2,"R",0,"R",51,"R",77
454786,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",91,"R",0,"R",91,"R",32,"R",35,"R",37,"R",41,"R",0,"R",91,"R",2,"R",0,"R",39,"R",43
454795,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",10,"R",0,"R",10,"R",8,"R",80,"R",9,"R",90,"R",0,"R",10,"R",0,"R",0,"R",9,"R",90
454810,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",99,"R",0,"R",99,"R",71,"R",72,"R",71,"R",72,"R",0,"R",99,"R",0,"R",0,"R",71,"R",72
454847,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",87,"R",0,"R",87,"R",69,"R",79,"R",69,"R",79,"R",0,"R",87,"R",0,"R",0,"R",69,"R",79
454865,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",78,"R",0,"R",78,"R",58,"R",74,"R",63,"R",81,"R",0,"R",78,"R",3,"R",0,"R",66,"R",85
454874,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",36,"R",0,"R",36,"R",10,"R",28,"R",26,"R",72,"R",1,"R",35,"R",0,"R",0,"R",26,"R",74
454892,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",12,"R",0,"R",12,"R",0,"R",0,"R",10,"R",83,"R",0,"R",12,"R",2,"R",0,"R",12,"R",100
454908,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",476,"R",0,"R",476,"R",2,"R",0,"R",165,"R",35,"R",0,"R",476,"R",0,"R",0,"R",165,"R",35
454917,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",61,"R",0,"R",61,"R",8,"R",13,"R",51,"R",84,"R",0,"R",61,"R",3,"R",0,"R",54,"R",89
454926,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",165,"R",0,"R",165,"R",30,"R",18,"R",112,"R",68,"R",0,"R",165,"R",0,"R",0,"R",112,"R",68
454935,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",47,"R",0,"R",47,"R",44,"R",94,"R",44,"R",94,"R",0,"R",47,"R",0,"R",0,"R",44,"R",94
454944,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",57,"R",0,"R",57,"R",9,"R",16,"R",53,"R",93,"R",0,"R",57,"R",0,"R",0,"R",53,"R",93
454953,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",6,"R",0,"R",6,"R",6,"R",100,"R",6,"R",100,"R",0,"R",6,"R",0,"R",0,"R",6,"R",100
454962,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",3,"R",0,"R",3,"R",3,"R",100,"R",3,"R",100,"R",0,"R",3,"R",0,"R",0,"R",3,"R",100
454971,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",153,"R",0,"R",153,"R",5,"R",3,"R",117,"R",76,"R",0,"R",153,"R",0,"R",0,"R",117,"R",76
454980,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",79,"R",0,"R",79,"R",4,"R",5,"R",61,"R",77,"R",0,"R",79,"R",0,"R",0,"R",61,"R",77
454999,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",61,"R",0,"R",61,"R",7,"R",11,"R",40,"R",66,"R",0,"R",61,"R",0,"R",0,"R",40,"R",66
455008,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",123,"R",0,"R",123,"R",3,"R",2,"R",80,"R",65,"R",0,"R",123,"R",0,"R",0,"R",80,"R",65
455017,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",31,"R",0,"R",31,"R",0,"R",0,"R",27,"R",87,"R",0,"R",31,"R",0,"R",0,"R",27,"R",87
455035,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",10,"R",0,"R",10,"R",10,"R",100,"R",10,"R",100,"R",0,"R",10,"R",0,"R",0,"R",10,"R",100
455053,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",35,"R",0,"R",35,"R",15,"R",43,"R",15,"R",43,"R",1,"R",34,"R",4,"R",0,"R",19,"R",56
455062,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",17,"R",0,"R",17,"R",7,"R",41,"R",14,"R",82,"R",0,"R",17,"R",1,"R",0,"R",15,"R",88
455080,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",90,"R",0,"R",90,"R",9,"R",10,"R",59,"R",66,"R",0,"R",90,"R",22,"R",0,"R",81,"R",90
455105,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",41,"R",0,"R",41,"R",1,"R",2,"R",32,"R",78,"R",0,"R",41,"R",0,"R",0,"R",32,"R",78
455114,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",750,"R",1,"R",749,"R",31,"R",4,"R",104,"R",14,"R",0,"R",749,"R",35,"R",81,"R",139,"R",19
455141,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",85,"R",0,"R",85,"R",32,"R",38,"R",63,"R",74,"R",0,"R",85,"R",0,"R",0,"R",63,"R",74
455187,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",100,"R",0,"R",100,"R",92,"R",92,"R",92,"R",92,"R",0,"R",100,"R",7,"R",0,"R",99,"R",99
455196,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",310,"R",0,"R",310,"R",155,"R",50,"R",199,"R",64,"R",0,"R",310,"R",2,"R",3,"R",201,"R",65
455202,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",160,"R",0,"R",160,"R",49,"R",31,"R",123,"R",77,"R",0,"R",160,"R",5,"R",0,"R",128,"R",80
455211,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",53,"R",0,"R",53,"R",19,"R",36,"R",43,"R",81,"R",0,"R",53,"R",0,"R",0,"R",43,"R",81
455220,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",55,"R",1,"R",54,"R",25,"R",46,"R",32,"R",59,"R",3,"R",51,"R",5,"R",0,"R",37,"R",73
455239,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",17,"R",0,"R",17,"R",7,"R",41,"R",9,"R",53,"R",0,"R",17,"R",0,"R",0,"R",9,"R",53
455248,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",2,"R",0,"R",2,"R",2,"R",100,"R",2,"R",100,"R",0,"R",2,"R",0,"R",0,"R",2,"R",100
455275,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",96,"R",0,"R",96,"R",30,"R",31,"R",60,"R",63,"R",0,"R",96,"R",0,"R",0,"R",60,"R",63
455284,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",103,"R",0,"R",103,"R",2,"R",2,"R",72,"R",70,"R",0,"R",103,"R",2,"R",0,"R",74,"R",72
455293,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",13,"R",0,"R",13,"R",6,"R",46,"R",9,"R",69,"R",0,"R",13,"R",0,"R",0,"R",9,"R",69
455327,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",77,"R",0,"R",77,"R",5,"R",6,"R",15,"R",19,"R",0,"R",77,"R",4,"R",0,"R",19,"R",25
455336,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",144,"R",0,"R",144,"R",109,"R",76,"R",120,"R",83,"R",0,"R",144,"R",0,"R",0,"R",120,"R",83
455345,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",29,"R",0,"R",29,"R",19,"R",66,"R",22,"R",76,"R",0,"R",29,"R",2,"R",0,"R",24,"R",83
455354,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",77,"R",0,"R",77,"R",22,"R",29,"R",49,"R",64,"R",0,"R",77,"R",1,"R",0,"R",50,"R",65
455372,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",15,"R",0,"R",15,"R",13,"R",87,"R",13,"R",87,"R",0,"R",15,"R",0,"R",0,"R",13,"R",87
455381,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",63,"R",0,"R",63,"R",48,"R",76,"R",48,"R",76,"R",0,"R",63,"R",0,"R",0,"R",48,"R",76
455390,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",113,"R",0,"R",113,"R",21,"R",19,"R",26,"R",23,"R",0,"R",113,"R",3,"R",2,"R",29,"R",26
455415,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",8,"R",0,"R",8,"R",5,"R",63,"R",6,"R",75,"R",0,"R",8,"R",2,"R",0,"R",8,"R",100
455424,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",163,"R",0,"R",163,"R",127,"R",78,"R",127,"R",78,"R",0,"R",163,"R",0,"R",0,"R",127,"R",78
455460,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",209,"R",0,"R",209,"R",77,"R",37,"R",117,"R",56,"R",0,"R",209,"Z",0,"Z",0,"R",117,"R",56
455479,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",605,"R",0,"R",605,"R",327,"R",54,"R",376,"R",62,"R",0,"R",605,"Z",0,"Z",0,"R",376,"R",62
455488,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",518,"R",0,"R",518,"R",175,"R",34,"R",252,"R",49,"R",0,"R",518,"Z",0,"Z",0,"R",252,"R",49
455497,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",186,"R",0,"R",186,"R",54,"R",29,"R",76,"R",41,"R",0,"R",186,"Z",0,"Z",0,"R",76,"R",41
455512,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",221,"R",0,"R",221,"R",10,"R",5,"R",43,"R",19,"R",0,"R",221,"R",21,"R",34,"R",64,"R",29
455549,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",5,"R",0,"R",5,"R",4,"R",80,"R",5,"R",100,"R",0,"R",5,"R",0,"R",0,"R",5,"R",100
455558,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",39,"R",0,"R",39,"R",21,"R",54,"R",22,"R",56,"R",0,"R",39,"R",0,"R",0,"R",22,"R",56
455567,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",186,"R",0,"R",186,"R",103,"R",55,"R",111,"R",60,"R",0,"R",186,"R",0,"R",0,"R",111,"R",60
455628,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",642,"R",0,"R",642,"R",262,"R",41,"R",333,"R",52,"R",0,"R",642,"Z",0,"Z",0,"R",333,"R",52
