UNITID,XBAREVCT,BAREVCT,XBAEXCLU,BAEXCLU,XBAAC150,BAAC150,XBANC100,BANC100,XBAGR100,BAGR100,XBANC150,BANC150,XBAGR150,BAGR150,XBAAEXCL,BAAEXCL,XBAAC200,BAAC200,XBANC20A,BANC200A,XBASTEND,BASTEND,XBANC200,BANC200,XBAGR200,BAGR200,XL4REVCT,L4REVCT,XL4EXCLU,L4EXCLU,XL4AC150,L4AC150,XL4NC100,L4NC100,XL4GR100,L4GR100,XL4NC150,L4NC150,XL4GR150,L4GR150,XL4AEXCL,L4AEXCL,XL4AC200,L4AC200,XL4NC20A,L4NC200A,XL4STEND,L4STEND,XL4NC200,L4NC200,XL4GR200,L4GR200 
154907,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",238,"R",1,"R",237,"R",45,"R",19,"R",45,"R",19,"R",0,"R",237,"R",11,"R",6,"R",56,"R",24
154925,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",541,"R",0,"R",541,"R",175,"R",32,"R",190,"R",35,"Z",0,"R",541,"R",4,"R",8,"R",194,"R",36
154934,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",161,"R",0,"R",161,"R",71,"R",44,"R",78,"R",48,"R",0,"R",161,"R",8,"R",4,"R",86,"R",53
154952,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",654,"R",1,"R",653,"R",151,"R",23,"R",186,"R",28,"R",2,"R",651,"R",27,"R",32,"R",213,"R",33
154970,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",59,"R",0,"R",59,"R",5,"R",8,"R",35,"R",59,"R",0,"R",59,"R",2,"R",0,"R",37,"R",63
154998,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",307,"R",0,"R",307,"R",86,"R",28,"R",103,"R",34,"R",0,"R",307,"R",10,"R",1,"R",113,"R",37
155025,"R",726,"R",0,"R",726,"R",165,"R",23,"R",310,"R",43,"R",0,"R",726,"R",19,"R",6,"R",329,"R",45,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
155052,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",96,"R",0,"R",96,"R",63,"R",66,"R",65,"R",68,"Z",0,"R",96,"R",7,"Z",0,"R",72,"R",75
155061,"R",733,"R",1,"R",732,"R",124,"R",17,"R",294,"R",40,"R",0,"R",732,"R",29,"R",20,"R",323,"R",44,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
155070,"R",22,"R",0,"R",22,"R",7,"R",32,"R",9,"R",41,"R",0,"R",22,"R",0,"R",0,"R",9,"R",41,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
155089,"R",127,"R",0,"R",127,"R",16,"R",13,"R",34,"R",27,"R",0,"R",127,"R",4,"R",2,"R",38,"R",30,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
155098,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",384,"R",0,"R",384,"R",181,"R",47,"R",187,"R",49,"R",0,"R",384,"R",1,"R",13,"R",188,"R",49
155104,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",392,"R",2,"R",390,"R",91,"R",23,"R",128,"R",33,"R",0,"R",390,"R",9,"R",11,"R",137,"R",35
155159,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",34,"R",0,"R",34,"R",9,"R",26,"R",25,"R",74,"R",0,"R",34,"R",0,"R",0,"R",25,"R",74
155177,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",166,"R",0,"R",166,"R",69,"R",42,"R",80,"R",48,"R",0,"R",166,"R",3,"R",0,"R",83,"R",50
155186,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",741,"R",0,"R",741,"R",247,"R",33,"R",251,"R",34,"R",0,"R",741,"R",9,"R",58,"R",260,"R",35
155195,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",971,"R",2,"R",969,"R",241,"R",25,"R",298,"R",31,"R",0,"R",969,"R",22,"R",28,"R",320,"R",33
155201,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",280,"R",0,"R",280,"R",64,"R",23,"R",76,"R",27,"R",0,"R",280,"R",3,"R",5,"R",79,"R",28
155210,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",1521,"R",0,"R",1521,"R",63,"R",4,"R",195,"R",13,"R",0,"R",1521,"R",61,"R",147,"R",256,"R",17
155292,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",765,"R",0,"R",765,"R",150,"R",20,"R",190,"R",25,"R",0,"R",765,"R",21,"R",48,"R",211,"R",28
155317,"R",4122,"R",16,"R",4106,"R",1332,"R",32,"R",2493,"R",61,"R",0,"R",4106,"R",135,"R",32,"R",2628,"R",64,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
155335,"R",183,"R",2,"R",181,"R",31,"R",17,"R",48,"R",27,"R",0,"R",181,"R",2,"R",0,"R",50,"R",28,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
155399,"R",3063,"R",0,"R",3063,"R",697,"R",23,"R",1715,"R",56,"R",0,"R",3063,"R",86,"R",32,"R",1801,"R",59,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
155414,"R",128,"R",0,"R",128,"R",39,"R",30,"R",54,"R",42,"R",0,"R",128,"R",0,"R",0,"R",54,"R",42,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
155423,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",64,"R",0,"R",64,"R",51,"R",80,"R",52,"R",81,"Z",0,"R",64,"R",1,"R",1,"R",53,"R",83
155441,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",16,"R",0,"R",16,"R",8,"R",50,"R",12,"R",75,"R",0,"R",16,"R",0,"R",0,"R",12,"R",75
155450,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",128,"R",0,"R",128,"R",9,"R",7,"R",21,"R",16,"R",0,"R",128,"R",7,"R",7,"R",28,"R",22
155487,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",95,"R",0,"R",95,"R",40,"R",42,"R",40,"R",42,"R",0,"R",95,"R",2,"R",1,"R",42,"R",44
155496,"R",78,"R",0,"R",78,"R",16,"R",21,"R",30,"R",38,"Z",0,"R",78,"R",9,"R",0,"R",39,"R",50,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
155511,"R",107,"R",0,"R",107,"R",34,"R",32,"R",49,"R",46,"R",0,"R",107,"R",0,"R",0,"R",49,"R",46,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
155520,"R",216,"R",0,"R",216,"R",61,"R",28,"R",94,"R",44,"R",0,"R",216,"R",2,"R",2,"R",96,"R",44,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
155566,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",232,"R",0,"R",232,"R",23,"R",10,"R",48,"R",21,"R",0,"R",232,"R",4,"R",6,"R",52,"R",22
155593,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",248,"R",0,"R",248,"R",170,"R",69,"R",170,"R",69,"R",0,"R",248,"R",0,"R",0,"R",170,"R",69
155618,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",187,"R",0,"R",187,"R",141,"R",75,"R",141,"R",75,"R",0,"R",187,"R",0,"R",0,"R",141,"R",75
155627,"R",113,"R",0,"R",113,"R",36,"R",32,"R",53,"R",47,"R",0,"R",113,"R",0,"R",0,"R",53,"R",47,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
155681,"R",937,"R",0,"R",937,"R",226,"R",24,"R",455,"R",49,"R",0,"R",937,"R",40,"Z",0,"R",495,"R",53,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
155715,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",264,"R",1,"R",263,"R",66,"R",25,"R",83,"R",32,"R",0,"R",263,"R",11,"R",3,"R",94,"R",36
155812,"R",83,"R",0,"R",83,"R",27,"R",33,"R",35,"R",42,"R",0,"R",83,"R",0,"R",0,"R",35,"R",42,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
155830,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",136,"R",0,"R",136,"R",83,"R",61,"R",83,"R",61,"R",0,"R",136,"R",5,"R",0,"R",88,"R",65
155858,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",360,"R",0,"R",360,"R",112,"R",31,"R",143,"R",40,"R",0,"R",360,"R",11,"R",11,"R",154,"R",43
155867,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",64,"R",0,"R",64,"R",0,"R",0,"R",41,"R",64,"R",0,"R",64,"R",0,"R",0,"R",41,"R",64
155900,"R",136,"R",0,"R",136,"R",67,"R",49,"R",78,"R",57,"R",0,"R",136,"R",0,"R",0,"R",78,"R",57,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
155937,"R",126,"R",0,"R",126,"R",38,"R",30,"R",60,"R",48,"R",0,"R",126,"R",1,"R",0,"R",61,"R",48,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
155973,"R",124,"R",2,"R",122,"R",49,"R",40,"R",64,"R",52,"R",0,"R",122,"R",1,"R",0,"R",65,"R",53,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
156082,"R",692,"R",3,"R",689,"R",89,"R",13,"R",252,"R",37,"R",0,"R",689,"R",32,"R",23,"R",284,"R",41,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
156107,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",158,"R",0,"R",158,"R",68,"R",43,"R",72,"R",46,"R",0,"R",158,"R",6,"R",3,"R",78,"R",49
156125,"R",1151,"R",1,"R",1150,"R",234,"R",20,"R",499,"R",43,"R",1,"R",1149,"R",60,"R",56,"R",559,"R",49,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
156134,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",248,"R",1,"R",247,"R",5,"R",2,"R",142,"R",57,"R",0,"R",247,"R",0,"R",0,"R",142,"R",57
156189,"R",188,"R",0,"R",188,"R",49,"R",26,"R",84,"R",45,"R",0,"R",188,"R",0,"R",0,"R",84,"R",45,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
156213,"R",276,"R",0,"R",276,"R",168,"R",61,"R",195,"R",71,"Z",0,"R",276,"R",2,"R",0,"R",197,"R",71,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
156231,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",577,"R",2,"R",575,"R",70,"R",12,"R",110,"R",19,"R",3,"R",572,"R",35,"R",71,"R",145,"R",25
156277,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",42,"R",0,"R",42,"R",25,"R",60,"R",27,"R",64,"R",0,"R",42,"R",0,"R",0,"R",27,"R",64
156286,"R",435,"R",0,"R",435,"R",224,"R",51,"R",289,"R",66,"R",0,"R",435,"R",5,"R",1,"R",294,"R",68,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
156295,"R",378,"R",0,"R",378,"R",161,"R",43,"R",234,"R",62,"Z",0,"R",378,"R",3,"R",2,"R",237,"R",63,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
156310,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",126,"R",0,"R",126,"R",29,"R",23,"R",29,"R",23,"R",0,"R",126,"R",0,"R",0,"R",29,"R",23
156338,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",277,"R",1,"R",276,"R",72,"R",26,"R",81,"R",29,"R",0,"R",276,"R",23,"R",63,"R",104,"R",38
156356,"R",53,"R",0,"R",53,"R",9,"R",17,"R",17,"R",32,"R",0,"R",53,"R",0,"R",0,"R",17,"R",32,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
156365,"R",327,"R",1,"R",326,"R",83,"R",25,"R",137,"R",42,"R",0,"R",326,"R",11,"R",4,"R",148,"R",45,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
156392,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",1822,"R",3,"R",1819,"R",234,"R",13,"R",354,"R",19,"R",3,"R",1816,"R",120,"R",287,"R",474,"R",26
156408,"R",316,"R",0,"R",316,"R",257,"R",81,"R",259,"R",82,"R",0,"R",316,"R",1,"R",0,"R",260,"R",82,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
156417,"R",15,"R",0,"R",15,"R",3,"R",20,"R",6,"R",40,"R",0,"R",15,"R",1,"R",0,"R",7,"R",47,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
156426,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",130,"R",0,"R",130,"R",54,"R",42,"R",54,"R",42,"R",0,"R",130,"R",1,"R",0,"R",55,"R",42
156444,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",22,"R",0,"R",22,"R",16,"R",73,"R",16,"R",73,"R",0,"R",22,"R",0,"R",0,"R",16,"R",73
156471,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",349,"R",0,"R",349,"R",231,"R",66,"R",268,"R",77,"R",0,"R",349,"R",0,"R",0,"R",268,"R",77
156541,"R",424,"R",0,"R",424,"R",111,"R",26,"R",184,"R",43,"R",0,"R",424,"R",8,"R",2,"R",192,"R",45,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
156620,"R",2399,"R",0,"R",2399,"R",352,"R",15,"R",903,"R",38,"R",0,"R",2399,"R",82,"R",62,"R",985,"R",41,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
156648,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",1144,"R",2,"R",1142,"R",243,"R",21,"R",356,"R",31,"R",0,"R",1142,"R",84,"R",157,"R",440,"R",39
156745,"R",416,"R",0,"R",416,"R",209,"R",50,"R",246,"R",59,"R",0,"R",416,"R",4,"R",0,"R",250,"R",60,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
156754,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",20,"R",0,"R",20,"R",2,"R",10,"R",3,"R",15,"R",0,"R",20,"R",0,"R",0,"R",3,"R",15
156790,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",517,"R",2,"R",515,"R",136,"R",26,"R",182,"R",35,"R",2,"R",513,"R",42,"R",142,"R",224,"R",44
156842,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",93,"R",0,"R",93,"Z",0,"R",0,"R",37,"R",40,"R",0,"R",93,"R",1,"Z",0,"R",38,"R",41
156851,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",138,"R",0,"R",138,"R",29,"R",21,"R",29,"R",21,"R",0,"R",138,"R",18,"R",25,"R",47,"R",34
156860,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",380,"R",0,"R",380,"R",64,"R",17,"R",86,"R",23,"R",1,"R",379,"R",36,"R",45,"R",122,"R",32
156921,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",1296,"R",2,"R",1294,"R",113,"R",9,"R",188,"R",15,"R",0,"R",1294,"R",43,"R",177,"R",231,"R",18
156949,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",4,"R",0,"R",4,"R",4,"R",100,"R",4,"R",100,"R",0,"R",4,"R",0,"R",0,"R",4,"R",100
156967,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",40,"R",0,"R",40,"R",10,"R",25,"R",22,"R",55,"R",0,"R",40,"R",0,"Z",0,"R",22,"R",55
157021,"R",2,"R",0,"R",2,"R",1,"R",50,"R",1,"R",50,"R",0,"R",2,"R",0,"R",0,"R",1,"R",50,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
157030,"R",15,"R",0,"R",15,"R",3,"R",20,"R",5,"R",33,"R",0,"R",15,"R",1,"R",0,"R",6,"R",40,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
157058,"R",366,"R",1,"R",365,"R",17,"R",5,"R",78,"R",21,"R",0,"R",365,"R",15,"R",9,"R",93,"R",25,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
157076,"R",209,"R",0,"R",209,"R",67,"R",32,"R",93,"R",44,"R",0,"R",209,"R",0,"R",1,"R",93,"R",44,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
157085,"R",3798,"R",0,"R",3798,"R",1291,"R",34,"R",2247,"R",59,"R",1,"R",3797,"R",88,"R",35,"R",2335,"R",61,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
157100,"R",138,"R",0,"R",138,"R",39,"R",28,"R",61,"R",44,"R",0,"R",138,"R",1,"R",0,"R",62,"R",45,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
157216,"R",406,"R",0,"R",406,"R",52,"R",13,"R",103,"R",25,"R",0,"R",406,"R",9,"R",11,"R",112,"R",28,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
157289,"R",2256,"R",4,"R",2252,"R",497,"R",22,"R",1144,"R",51,"R",2,"R",2250,"R",87,"R",43,"R",1231,"R",55,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
157304,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",319,"R",0,"R",319,"R",66,"R",21,"R",104,"R",33,"R",0,"R",319,"R",28,"R",92,"R",132,"R",41
157331,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",482,"R",0,"R",482,"R",150,"R",31,"R",155,"R",32,"R",2,"R",480,"R",31,"R",68,"R",186,"R",39
157359,"R",119,"R",0,"R",119,"R",7,"R",6,"R",20,"R",17,"R",0,"R",119,"R",3,"R",1,"R",23,"R",19,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
157377,"R",99,"R",0,"R",99,"R",32,"R",32,"R",41,"R",41,"R",0,"R",99,"R",11,"R",3,"R",52,"R",53,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
157386,"R",1022,"R",5,"R",1017,"R",162,"R",16,"R",411,"R",40,"R",0,"R",1017,"R",39,"R",25,"R",450,"R",44,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
157401,"R",1441,"R",4,"R",1437,"R",532,"R",37,"R",753,"R",52,"R",0,"R",1437,"R",49,"R",31,"R",802,"R",56,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
157438,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",328,"R",0,"R",328,"R",76,"R",23,"R",108,"R",33,"R",0,"R",328,"R",36,"R",62,"R",144,"R",44
157447,"R",1732,"R",1,"R",1731,"R",185,"R",11,"R",641,"R",37,"R",0,"R",1731,"R",96,"R",53,"R",737,"R",43,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
157456,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",26,"R",0,"R",26,"R",11,"R",42,"R",12,"R",46,"R",2,"R",24,"R",11,"R",0,"R",23,"R",96
157483,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",510,"R",0,"R",510,"R",134,"R",26,"R",178,"R",35,"R",1,"R",509,"R",68,"R",135,"R",246,"R",48
157508,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",35,"R",0,"R",35,"R",31,"R",89,"R",31,"R",89,"R",0,"R",35,"R",4,"R",0,"R",35,"R",100
157535,"R",194,"R",0,"R",194,"R",31,"R",16,"R",50,"R",26,"Z",0,"R",194,"R",1,"R",1,"R",51,"R",26,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
157553,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",432,"R",1,"R",431,"R",40,"R",9,"R",72,"R",17,"R",0,"R",431,"R",26,"R",136,"R",98,"R",23
157614,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",48,"R",0,"R",48,"Z",0,"R",0,"R",19,"R",40,"R",0,"R",48,"R",0,"R",0,"R",19,"R",40
157632,"R",4,"R",0,"R",4,"Z",0,"R",0,"Z",0,"R",0,"R",1,"R",3,"R",0,"R",0,"R",0,"R",0,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
157650,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",100,"R",0,"R",100,"R",1,"R",1,"R",33,"R",33,"R",0,"R",100,"R",0,"R",0,"R",33,"R",33
157669,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",74,"R",0,"R",74,"Z",0,"R",0,"R",28,"R",38,"R",0,"R",74,"R",0,"R",0,"R",28,"R",38
157678,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",102,"R",0,"R",102,"Z",0,"R",0,"R",54,"R",53,"R",0,"R",102,"R",0,"R",0,"R",54,"R",53
157696,"R",1,"R",0,"R",1,"Z",0,"R",0,"Z",0,"R",0,"R",0,"R",1,"R",0,"R",0,"R",0,"R",0,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
157711,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",1248,"R",4,"R",1244,"R",181,"R",15,"R",283,"R",23,"R",3,"R",1241,"R",79,"R",198,"R",362,"R",29
157739,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",348,"R",0,"R",348,"R",59,"R",17,"R",89,"R",26,"R",2,"R",346,"R",35,"R",60,"R",124,"R",36
157748,"R",48,"R",0,"R",48,"R",8,"R",17,"R",9,"R",19,"R",0,"R",48,"R",2,"R",8,"R",11,"R",23,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
157757,"R",107,"R",0,"R",107,"R",29,"R",27,"R",45,"R",42,"Z",0,"R",107,"R",2,"Z",0,"R",47,"R",44,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
157766,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",384,"R",2,"R",382,"R",119,"R",31,"R",178,"R",47,"R",0,"R",382,"R",0,"R",0,"R",178,"R",47
157809,"R",226,"R",3,"R",223,"R",72,"R",32,"R",115,"R",52,"R",0,"R",223,"R",1,"R",0,"R",116,"R",52,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
157818,"R",326,"R",0,"R",326,"R",216,"R",66,"R",227,"R",70,"Z",0,"R",326,"R",1,"R",0,"R",228,"R",70,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
157827,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",34,"R",0,"R",34,"R",17,"R",50,"R",17,"R",50,"R",0,"R",34,"R",1,"R",0,"R",18,"R",53
157863,"R",177,"R",0,"R",177,"R",25,"R",14,"R",57,"R",32,"Z",0,"R",177,"R",2,"R",1,"R",59,"R",33,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
157951,"R",2319,"R",7,"R",2312,"R",539,"R",23,"R",1149,"R",50,"R",3,"R",2309,"R",107,"R",133,"R",1256,"R",54,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
